BuildingID,BuildingName,BuildingType,Town,Latitude,Longitude,Technology,Vendor,Installation Date,On Air Date,BTS Present,BTS Name,MAIN FAT,Switch,BTS SiteID,Location,Status,SwitchIP
KLF110441,KILIFI NORTH_KPLC KILIFI,Single-Tenancy,Kilifi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KILIFI,,
KLF110095,Kilifi_North_Kilifi_County,Single-Tenancy,Kilifi,S:03 37 04.9,E:039 52 23.6,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kilifi North,,Cisco ME3400,Kilifi North,Kilifi,,172.17.110.32
MBS130007,Kilifi_North_wimax,Single-Tenancy,Mombasa,,,Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kilifi North,,Cisco ME3400,Kilifi North,Kilifi North,,172.17.110.32
MLN243346,Kilili Baharini Resort-Raba Investments LTD,Single-Tenancy,Malindi,,,Fiber,Camusat,01/01/1900 00:00,01/01/1900 00:00,,,,,,Casaurina Road-Malindi,,
NBI241347,Kilimall,Single-Tenancy,Nairobi,,,Fiber,Huawei,20/03/2017 12:34,01/01/1900 00:00,No,,12C,,,Kilimani Nairobi,Installed,
NBI242301,Kilimanjaro Lodge,Single-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,"General Waruingi Street, Eastleigh",,
MKS111148,KILIMO SACCO-KATHONZWENI,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KATHONZWENI,,
MKS111149,KILIMO SERVICES SACCO HQ,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KALAMBA,,
NBI240188,Kilimo House,Single-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,Yes,,24C,Huawei S3300,,Community,Installed,
MKS111155,KILIMO SACCO KIAMBEKE,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kiambeke,,
MKS111146,KILIMO SACCO KILILI,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kilili,,
MKS111147,KILIMO SACCO MATILIKU,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,MATILIKU,,
MBS111095,KILINDINI PORT-95036526 : MAKUPA TRANSIT SHADE LTD_CARRIER,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,MOMBASA,,
NBI141249,KIMA HOTEL,Single-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,AR169F,,Ambaka Road Opp Nyamakima,,10.163.248.200
WBY111292,KIMALEWA_REGEN-TEREM SHPP LTD,Single-Tenancy,Webuye,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Webuye,,Radwin - Winlink 2000,Webuye,WEBUYE,,
NBI140348,Kimathi Chambers,Multi-Tenancy,Nairobi,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,"Kimathi Street, CBD",,
NBI140440,Kimathi House,Multi-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,Yes,,SPLICE BOX,,,Kimathi Street,Installed,10.163.69.130
LMR220159,KIMENDE CERAGON HUB,Single-Tenancy,Limuru,,,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,,,,,,KIMENDE,,
KIM210443,KIMILILI_KPLC KAPSOKUONY,Single-Tenancy,Kimilili,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KIMILILI,,
NBI442794,Kimisitu Sacco,Single-Tenancy,Nairobi,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kilimani,,
ELD142462,KIMS,Multi-Tenancy,Eldoret,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,Elgeyo Road,,
LTN210414,KIMULOT_BOITO TEA FACTORY,Single-Tenancy,Litein,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KIMULOT,,
NBI441369,Kingdom Hall of Jehovah's Witnesses,Single-Tenancy,Nairobi,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,"Elgeyo Marakwet Road, Kilimani",,
NKR140660,Kingdom Seekers,Single-Tenancy,Nakuru,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,12C,,,Bargain Road,Installed,
MBS241333,Kingorani YU site,Single-Tenancy,Mombasa,,,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kingorani,,
NBI240189,Kings Business Park,Multi-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,No,,24C,Huawei S3300,,Mombasa Road,Installed,
NBI342399,Kings Business Park II,Multi-Tenancy,Nairobi,,,Fiber,Decko Construction Limited,01/01/1900 00:00,01/01/1900 00:00,,,,,,Off Mombasa Road,,
THK242602,KINGS COMMODITIES,Single-Tenancy,Thika,-1.056777,37.0935559,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,,,,OFF THIKA GARISSA HIGHWAY,,
NBI140375,Kings Wear,Single-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,No,,,Huawei S3300,,Tom Mboya,Installed,
NBI343374,KINGSTONE APARTMENTS,Multi-Tenancy,Nairobi,"1°17'59.43""S","36°47'39.50""E",Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,OFF NGONG ROAD,,
,Kingstone II,Single-Tenancy,Mombasa,,,Fiber AK,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kingstone,,
NBI140903,KINGSWAY TYRES,Multi-Tenancy,Nairobi,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,UNIVERSITY WAY,,
NBI210398,KINOO_NM1264_MAGANA FLOWERS,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KINOO,,
MKS141779,Kinyali House,Multi-Tenancy,Machakos,,,Fiber,,01/01/1900 00:00,01/01/1900 00:00,No,,24C,,,"Mbolu Malu Road, Machakos",Installed,
NYK143212,KIOO PLAZA,Multi-Tenancy,Nanyuki,,,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,,,,NANYUKI NYERI RD,,
NBI441478,Kipro Center Plaza,Multi-Tenancy,Nairobi,-1.264745,36.800707,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,Sport rd Westlands,,
ELD141381,Kiptagich,Multi-Tenancy,Eldoret,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,Eldoret,Installed,
ELD142407,KIREM ARCADE,Multi-Tenancy,Eldoret,,,Fiber,Huawei,22/07/2017 12:05,01/01/1900 00:00,,,24C,,,Oginga Odinga Road,Installed,
NVS311231,KIRENGA-AK FARMERS CHOICE,Single-Tenancy,Naivasha,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KIRENGA,,
NBI240199,Kirethi Trust (Mogadishu Road),Multi-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,Yes,MOGADISHU ROAD,48C,,MOGADISHU ROAD,Moghadishu Road-Coptic Medical Clinic Industrial Area,Installed,
NYR130038,Kiriaini_Wimax,Single-Tenancy,Nyeri,,,Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kiriaini,,Cisco ME3400,Kiriaini,Kiriaini,,172.17.88.7
KEG111589,KIRINYAGA COUNTY-NCPWD KIRINYAGA,Single-Tenancy,Kerugoya,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KERUGOYA,,
KUT143383,KIRINYAGA UNIVERSITY,Single-Tenancy,Kutus,,,Fiber,Adrian Limited,01/01/1900 00:00,01/01/1900 00:00,,,,,,KUTUS,,
NBI241461,Kiriri Women's University of Science and Technology,Single-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,Githurai Mwihoko Rd,,
NBI143028,KIRITI HOUSE,Single-Tenancy,Nairobi,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,CROSS ROAD,,
MER143177,Kiriti House Meru,Multi-Tenancy,Meru,,,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,,,,Uhuru Street,,
ISL110364,Kirua Hill eco157,Single-Tenancy,Isiolo,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kirua_Hill,,,Kirua_Hill,Lewa,,
MER210366,KIRUA HILL_NORTHEREN RANGELAND,Single-Tenancy,Meru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,LEWA CONSERVANCY,,
KIS141545,Kisii County Govt,Multi-Tenancy,Kisii Central,,,Fiber,Ericsson,14/03/2017 11:55,01/01/1900 00:00,,,,,,kisii,Installed,
KIS110431,KISII NYACHAE FLATS_JAMII BORA KISII,Single-Tenancy,Kisii Central,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KISII CENTRAL,,
KIS141554,KISII UNIVERSITY,Single-Tenancy,Kisii Central,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,kisii town,,
KIS130086,Kisii_Town_Wimax,Single-Tenancy,Kisii Central,,,Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kisii Town,,Cisco ME3400,Kisii Town,Kisii Town,,172.17.96.6
MER310868,KISIMA HILLTOP_BLOOMINGDALE KISIMA,Single-Tenancy,Meru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,KISIMA,,172.17.76.11
NYK310462,KISIMA HILLTOP_SOLARIS LTD SIRIKOI CAMP,Single-Tenancy,Nanyuki,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KISIMA,,
NBI341185,KISIP Building,Single-Tenancy,Nairobi,-1.301117,36.817918,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,"Elgon Road, Upperhill",,
KSM111636,KISUMU ACCRA,Single-Tenancy,Kisumu,,,PTP,,01/01/1900 00:00,01/01/1900 00:00,,,,,,KISUMU,,
KSM110928,KISUMU BUS STATION-BLAZE KISUMU,Single-Tenancy,Kisumu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KISUMU,,
KSM240792,Kisumu City Market Jubilee,Single-Tenancy,Kisumu,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,No,,SPLICE BOX,,,Nyerere Road,Installed,
KSM142961,Kisumu Concrete Products,Single-Tenancy,Kisumu,,,Fiber,Camusat,01/01/1900 00:00,01/01/1900 00:00,,,,,,Miwani Road,,
KSM241305,Kisumu county Planning Office (KUP),Single-Tenancy,Kisumu,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,SPLICE BOX,,,Kisumu,,
KSM110256,KISUMU GOVERNORS CONFERENCE COW,Single-Tenancy,Kisumu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kisumu South,,,Kisumu South,TOM MBOYA,,
KSM241308,Kisumu Law Courts (new),Single-Tenancy,Kisumu,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,12C,,,Kisumu,,
KSM341289,Kisumu Law Courts (old),Single-Tenancy,Kisumu,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kisumu,,
KSM140745,KISUMU MILIMANI GOVERNORS CONFERENCE,Single-Tenancy,KIsumu,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,Yes,Kisumu Milimani,,Cisco ME3400,Kisumu Milimani,TOM MBOYA,,172.17.151.4
KSM140753,Kisumu Municipal Market,Single-Tenancy,Kisumu,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,Nairobi Road,Installed,
KSM111115,KISUMU NORTH-95028872 CASA SECURITY KISUMU,Single-Tenancy,KIsumu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kisumu North,,Cisco ME3400,Kisumu North,KISUMU,,172.17.90.37
KSM110841,KISUMU NORTH_SAFARI SEVENS DALLAS KISUMU,Single-Tenancy,Kisumu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KISUMU,,
KSM110429,KISUMU OLD TOWN_CROWN PAINTS KISUMU,Single-Tenancy,Kisumu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KISUMU,,
KSM142964,Kisumu PCs Office,Single-Tenancy,Kisumu,,,Fiber,Camusat,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kisumu Town,,
KSM140724,Kisumu Social Hall,Single-Tenancy,Kisumu,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,Ochieng Avenue,Installed,
KSM111376,KISUMU SOUTH - OGWEDHI VICTORIA SUITES,Single-Tenancy,Kisumu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KISUMU,,
KSM111544,KISUMU SOUTH-JHPIEGO,Single-Tenancy,Kisumu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,KISUMU,,172.17.90.17
KSM111623,KISUMU SOUTH-SBI KISUMU,Single-Tenancy,KIsumu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,KISUMU,,172.17.90.17
KSM140729,Kisumu Town Hall,Single-Tenancy,Kisumu,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,Court Road,Installed,
KSM130084,Kisumu_Exchange_Wimax,Single-Tenancy,Kisumu,,,Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kisumu Exchange,,Cisco ME3400,Kisumu Exchange,Kisumu Exchange,,172.17.90.39
KSM140936,KISUMU_FIRE_STATION,Single-Tenancy,Kisumu,,,Fiber,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,ANGAWA STREET,Installed,
KSM130106,Kisumu_North_Wimax,Single-Tenancy,Kisumu,,,Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kisumu North,,Cisco ME3800,Kisumu North,Kisumu North,,172.17.90.37
KSM130082,Kisumu_Old_Town_Wimax,Single-Tenancy,Kisumu,,,Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kisumu Old Town,,Cisco ME3400,Kisumu Old Town,Kisumu Old Town,,172.17.151.2
KSM130085,Kisumu_Riat_Wimax,Single-Tenancy,Kisumu,,,Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kisumu Riat,,Cisco ME3400,Kisumu Riat,Kisumu Riat,,172.17.90.17
KSM130083,Kisumu_South_Wimax,Single-Tenancy,Kisumu,,,Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kisumu South,,Cisco ME3400,Kisumu South,Kisumu South,,172.17.90.17
KSM210619,KisumuNorthWN0014,Single-Tenancy,KIsumu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kisumu North,,Cisco ME3400,Kisumu North,KISUMU,,172.17.90.37
KTL143343,Kitale Golf Club,Single-Tenancy,Kitale,,,Fiber,Masaba Services,10/02/2019 23:08,10/02/2019 23:08,,,ATB,,,Mumias Highway,Installed,
KTL111105,KITALE INDUSTRIAL-95030214-KIBZ ICT LIMITED,Single-Tenancy,Kitale,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KITALE,,
KTL110500,KITALE MILIMANI_CIC INSURANCE KITALE,Single-Tenancy,Kitale,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KITALE TOWN,,
KTL111325,KITALE MILIMANI_KEPHIS HQ KITALE,Single-Tenancy,Kitale,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kitale Milimani,,,Kitale Milimani,Kitale,,
KTL110357,KITALE RAILWAYS_HUDUMA CENTRE KITALE,Single-Tenancy,Kitale,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KITALE,,
KTL110301,KITALE TOATAL_LANDS MINISTRY KITALE,Single-Tenancy,Kitale,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,KITALE,,172.17.149.9
KTL110397,KITALE TOTAL_KPLC KITALE,Single-Tenancy,Kitale,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KITALE TOWN,,
KTL130092,Kitale_Total_Wimax,Single-Tenancy,Kitale,,,Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kitale Total,,Cisco ME3400,Kitale Total,Kitale Total,,172.17.149.9
NBI140349,Kitamu House,Multi-Tenancy,Nairobi,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,"Tubman Road, CBD",,
MKS141782,Kitanga House,Multi-Tenancy,Machakos,-1.518683,37.264852,Fiber,,01/01/1900 00:00,01/01/1900 00:00,No,,24C,,,Machakos-Kitui Road,Installed,
UKD241585,Kite School,Single-Tenancy,Ukunda,,,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,,,,Diani Beach Road,,
KLF241341,Kitecho Building,Single-Tenancy,Kilifi,S03.62684 E039.85215,S03.62684 E039.85215,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,No,,12C,,,S03.62684 E039.85215_,,
KTA142539,Kitengela Capital Centre,Multi-Tenancy,Kitengela,,,Fiber,Adrian Limited,10/08/2018 16:46,10/08/2018 16:46,,,,,,Kitengela,Installed,
KTA141846,Kitengela Kenol Building,Multi-Tenancy,Kitengela,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kitengela,,
NBI543403,KITENGELA MALL,Multi-Tenancy,Nairobi,"1°28'44.66""S","36°57'30.29""E",Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,NAIROBI-NAMANGA ROAD,,
KTA342491,Kitengela Plaza,Multi-Tenancy,Kitengela,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,NAMANGA,,
KTA110484,KITENGELA WIMAX_CONSOLIDATED BANK KITENGELA,Single-Tenancy,Kitengela,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KITENGELA,,
KTA330129,Kitengela_Wimax,Single-Tenancy,Kitengela,"1°28'28.30""S","36°57'34.90""E",Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kitengela,,Cisco ME3400,Kitengela,"Along A104, Kitengela",,172.17.112.22
NBI530130,Kitisuru_Wimax,Single-Tenancy,Nairobi,"1°14'18.43""S","36°46'34.94""E",Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kitisuru,,Cisco ME3400,Kitisuru,"Off Kitisuru Road, Kitisuru",,172.17.119.27
KTL142726,KITTONY HEIGHTS,Multi-Tenancy,Kitale,,,Fiber,Masaba Services,18/06/2018 16:41,18/06/2018 16:41,,,,,,Moi Street,Installed,
MBS141734,Kitui Flour Mills,Single-Tenancy,Mombasa,-4.054629,39.656213,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,12C,,,Mombasa,Installed,
KIT210409,KITUI INVESTORS CONFERENCE_KITUI MAJENGO,Single-Tenancy,Kitui,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KITUI MAJENGO MAPYA,,
KIT110426,KITUI KALUNDU_KPLC KITUI,Single-Tenancy,Kitui,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KALUNDU,,
KIT111088,KITUI MAJENGO-CENTRE FOR HEALTH KITUI,Single-Tenancy,Kitui,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,KITUI MAJENGO,,172.17.112.251
KIT111221,KITUI MAJENGO-KITUI COUNTY ASSEMBLY,Single-Tenancy,Kitui,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,KITUI MAJENGO,,172.17.112.2
KIT130059,Kitui_Majengo_Wimax,Single-Tenancy,Kitui,,,Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kitui Majengo,,Cisco ME3400,Kitui Majengo,Kitui Majengo,,172.17.112.2
MBT110081,Kiwegi_KPLC_Mbita,Single-Tenancy,Mbita,S 00 25' 19.4'',E 034 12' 43.2'',PTP,,01/01/1900 00:00,01/01/1900 00:00,Yes,Kiwegi,,,Kiwegi,Mbita,,
ELD241805,KK Security Eldoret,Single-Tenancy,Eldoret,0.505183,35.281827,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,Ramogi Drive,Installed,
NBI241447,KK Security Headquarters,Single-Tenancy,Nairobi,,,Fiber,Huawei,20/03/2017 12:48,01/01/1900 00:00,,,12C,,,"21 School Lane, Westlands",Installed,
NBI341479,KK Security Karen-National Control Centre,Single-Tenancy,Nairobi,-1.258895,36.795959,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,Karen,,
KSM142108,KK Security Kisumu,Multi-Tenancy,Kisumu,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,"Oginga Odinga Rd, Kisumu",,
MBS142250,KK Security Nyali,Multi-Tenancy,Mombasa,,,Fiber,Soliton Telmec,08/11/2017 06:24,08/11/2017 06:24,No,,12C,,,"Nyerere Ave, Mombasa, Kenya",Installed,
NBI140638,klub house,Single-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,No,,,AR169F,,parklands,Installed,10.163.69.30
NBI240589,KMA Plaza,Multi-Tenancy,Nairobi,-1.2985417,36.8114167,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,No,,,,,MARA ROAD (UPPERHILL,,
ELD142595,KMTC ELDORET,Single-Tenancy,Eldoret,,,Fiber,Huawei,26/11/2018 09:50,26/11/2018 09:50,,,,,,Nandi Road,Installed,
KTL142735,KMTC KITALE,Single-Tenancy,Kitale,,,Fiber,Masaba Services,01/01/1900 00:00,01/01/1900 00:00,,,,,,Church Road,,
KWL143362,KMTC Msambweni,Single-Tenancy,Kwale,,,Fiber,Kinde,01/01/1900 00:00,01/01/1900 00:00,,,,,,Msambweni,,
KIS141547,KMTC_KISII,Multi-Tenancy,Kisii Central,,,Fiber,,01/01/1900 00:00,01/01/1900 00:00,,,,,,kisii,,
KSM141686,KMTC_KISUMU,Single-Tenancy,Kisumu,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,SPLICE BOX,,,Along Kondele Bypass-Kisumu,,
NBI240346,KNLS Buruburu,Single-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,No,,24C,Huawei S3300,,Buru Buru,Installed,
NBI242199,KNTC Complex,Multi-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,Yarrow Rd off Nanyuki Rd Industrial Area Nairobi,,
NBI140105,kobian scientific,Single-Tenancy,Nairobi,-1.277355,36.818275,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,No,,,Huawei S3300,,kijabe street,Installed,10.163.68.168
NBI343409,Kobil South B,Multi-Tenancy,Nairobi,-1.307807,36.833041,Fiber,Masaba Services,01/01/1900 00:00,01/01/1900 00:00,,,,,,MUKENIA ROAD,,
KSM143274,KODIERO BUSINESS CENTRE,Multi-Tenancy,KIsumu,,,Fiber,,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kisumu,,
KSM142795,Kogallo Villas,Single-Tenancy,Kisumu,,,Fiber,Thrust Bore Techniques (TBT),28/02/2018 16:46,28/02/2018 16:46,,,ATB,,,Busia Road,Installed,
KCO142120,Koinee Plaza,Multi-Tenancy,Kericho,,,Fiber,Geonet Technologies,03/07/2017 10:04,01/01/1900 00:00,,,24C,,,Temple Road,Installed,
NBI240106,Komatsu,Single-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,No,,,Huawei S3300,,bunyala road,Integrated,10.163.68.190
MBS141631,KOMAZA KENYA,Single-Tenancy,Mombasa,,,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,No,,12C,AR169F,,Mombasa malindi,Installed,
UKD242955,Komaza Kenya Limited,Single-Tenancy,Ukunda,,,Fiber,Kinde,15/12/2018 10:33,15/12/2018 10:33,,,12C,,,Sea Horse Road,Installed,
ELD142246,KOMORA CENTER,Multi-Tenancy,Eldoret,,,Fiber,Huawei,17/07/2017 09:58,01/01/1900 00:00,,,48C,,,Kimalel Street,Installed,
NBI442097,KOSE HEIGHTS HFC,Multi-Tenancy,Nairobi,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,ARGWIGS KODHEK RD,,
KKM143059,Kotecha,Single-Tenancy,Kakamega,,,Fiber,Thrust Bore Techniques (TBT),30/06/2018 10:36,30/06/2018 10:36,,,12C,,,Kakamega Mumias Road,Installed,
NBI342909,KP Flats,Multi-Tenancy,Nairobi,,,Fiber,Geonet Technologies,01/01/1900 00:00,01/01/1900 00:00,,,,,,Jakaya Kikwete Road,,
NBI142835,KP Flats Milimani,Multi-Tenancy,Nairobi,-1.288913,36.805512,Fiber,Geonet Technologies,01/01/1900 00:00,01/01/1900 00:00,,,,,,Jakaya Kikwete Road,,
ELD142315,KPA Depot,Single-Tenancy,Eldoret,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,Uganda Road,,
NBI340593,KPA Inland Container Depot,Multi-Tenancy,Nairobi,-1.337596,36.878548,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,No,,24C,,,"Off Mombasa Road, Opposite General Motors",Installed,10.163.69.90
MBS143004,KPA KILINDINI PORT-NBK KILINDINI,Single-Tenancy,Mombasa,,,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,,,,KILINDINI,,
MBS141742,KPA Mbarak,Single-Tenancy,Mombasa,,,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,,,,Mombasa,,
NBI342780,KPC TERMINAL,Single-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,JOGOO ROAD,,
CHW111650,KPC-CHANGAMWE,Single-Tenancy,Changamwe,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,msa rd,,
NBI142948,Kpcu Gala House Coop_Bank_Wakulima,Single-Tenancy,Nairobi,,,Fiber,Adrian Limited,10/08/2018 17:07,10/08/2018 17:07,,,,,,River road,Installed,
NBI240970,KPLC DONHOLM,Single-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,Lunga Lunga Road,,
ELD141346,KPLC Eldoret,Single-Tenancy,Eldoret,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,SPLICE BOX,,,KVDA Plaza,,
NBI440345,KPLC Embakasi Substation,Multi-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,No,,24C,Huawei S3300,,Mombasa Road,Installed,
KLF242814,KPLC KILIFI,Multi-Tenancy,Kilifi,,,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,,,,kilifi,,
