BuildingID,BuildingName,BuildingType,Town,Latitude,Longitude,Technology,Vendor,Installation Date,On Air Date,BTS Present,BTS Name,MAIN FAT,Switch,BTS SiteID,Location,Status,SwitchIP
NVS211480,12676_RV_NO1002_ 12676_RV_NO1002_,Single-Tenancy,Naivasha,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,naivasha,,
NVS211129,12676_RV_NO1002_FLAMINGO HORTICULTURE KENYA LTD NAIVASHA,Single-Tenancy,Naivasha,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Sulmac,,172.17.102.4
NVS211481,12676_RV_NO1002_VEGPRO (K) LTD GORGE FARM,Single-Tenancy,Naivasha,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,naivasha,,
NKR311197,13687_RV_WL1391 SEGEON,Single-Tenancy,Nakuru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,SEGEON,,
NBI211640,95046829 - KPC WILSON,Single-Tenancy,Nairobi,,,PTP,,01/01/1900 00:00,01/01/1900 00:00,,,,,,Wilson,,
NBI343429,Aryan Centre,Multi-Tenancy,Nairobi,-1.3311642,36.8570766,Fiber,Thrust Bore Techniques (TBT),01/01/1900 00:00,01/01/1900 00:00,,,,,,mombasa road,,
UKD241593,Diani Bay Resort,Single-Tenancy,Ukunda,,,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,12C,,,Diani Beach Road,,
NBI243430,"Eastleigh, Restaurant-Gen Waruinge Strt",Multi-Tenancy,Nairobi,-1.279386,36.849426,Fiber,Thrust Bore Techniques (TBT),01/01/1900 00:00,01/01/1900 00:00,,,,,,Gen Waruinge Strt,,
NBI143367,EXECUTIVE PRINTING WORKS Ltd,Single-Tenancy,Nairobi,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,kijabe street,,
NBI240097,FOTON East Africa,Single-Tenancy,Nairobi,-1.308375,36.828629,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,,,,,,"Mombasa Road, Near Stadium, Shimo la Tewa Rd,",Integrated,10.163.68.132
NBI142263,INTRADE AFRICA PLACE,Multi-Tenancy,Nairobi,,,Fiber,Huawei,05/07/2017 13:17,05/07/2017 13:17,,,24C,,,KAURIA CLOSEOFF MUTHANGARI ROAD LAVINGTON,Installed,
MER130027,Kisima Hilltop_Wimax,Single-Tenancy,Meru,,,Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Kisima Hilltop,,,Kisima Hilltop,Kisima Hilltop,,
NBI240040,Liaison House,Multi-Tenancy,Nairobi,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,"State House Avenue, Kilimani",Installed,
MBS142310,Maghanyo House,Multi-Tenancy,Mombasa,,,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,Nyerere Avenue,,
NBI143257,Mobile one to One,Single-Tenancy,Nairobi,-1.19186,36.48318,Fiber,Decko Construction Limited,15/10/2018 11:31,15/10/2018 11:31,,,,,,Langata Road,Installed,
MBS140999,MOTREX LIMITED,Multi-Tenancy,Mombasa,,,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,,,,mombasa,Installed,
THK130047,Muranga_Kangari_Wimax,Single-Tenancy,Thika,,,Wimax,Alvarion,01/01/1900 00:00,01/01/1900 00:00,Yes,Muranga Exchange,,Cisco ME3400,Muranga Exchange,Muranga Kangari,,
NBI240182,Mwanzo House,Multi-Tenancy,Nairobi,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,No,,24C,,,Dunga Close,Installed,10.163.68.250
NBI443432,New TymesArcade Rongai,Multi-Tenancy,Nairobi,-1.3972278,"36.7574747,17",Fiber,Kinde,01/01/1900 00:00,01/01/1900 00:00,,,,,,magadi road,,
KKY111049,NM1217_OBIBEE ENTERPRISES,Single-Tenancy,Kikuyu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kikuyu Primary School,,Cisco ME3400,Kikuyu Primary School,Kikuyu,,172.17.119.5
NBI143423,RAHIMTULLA TRUST HOUSE,Multi-Tenancy,Nairobi,-1.2820356,36.8197984,Fiber,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,,,Moi Avenue,,
ATR140934,RELTEX TARPAULINS AFRICA EPZ,Single-Tenancy,Athi River,,,Fiber,Ericsson,01/01/1900 00:00,01/01/1900 00:00,No,,,AR169F,,Namanga Road,Installed,10.163.184.158
NBI343301,TATA AFRICA HOLDINGS (KENYA) LIMITED -Tata Africa House,Single-Tenancy,Nairobi,,,Fiber,Adrian Limited,27/10/2018 12:58,27/10/2018 12:58,,,,AR169F,,"ICD Road, Off Mombasa Road",Installed,10.215.35.83
KSM143444,: PRACTICAL ACTION,Single-Tenancy,Kisumu,,,Fiber,Camusat,01/01/1900 00:00,01/01/1900 00:00,,,,,,Agakhan Walk,,
NBI110517,002 QOA_HEALTHY U-HQ,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Queen of Apostles,,Cisco ME3400,Queen of Apostles,QOA,,172.17.121.31
NYR360001,1003_RADIO AFRICA NYERI,Single-Tenancy,Nyeri,,,Cable (To BTS),,01/01/1900 00:00,01/01/1900 00:00,Yes,Nyeri Hill,,Cisco ME3400,Nyeri Hill,NYERI HILL,,172.17.89.2
NYR510112,1004_FAMILY BANK OTHAYA,Single-Tenancy,Nyeri,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,OTHAYA,,
MAK110011,1043_MAKUENI COUNTY GOVERNMENT,,Makueni,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,MAKUENI,,
MRN110034,1050_Unaitas HQ Muranga,Single-Tenancy,Muranga,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Muranga,,
MRN120034,1054_Kangema_Ceragon,Single-Tenancy,Muranga,0.68350 S,36.96221 E,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Kangema,,Cisco ME3400,Kangema,Kangema,Integrated,172.17.88.11
NVS210346,1059_SUSWA_SUSWA HOTEL,Single-Tenancy,Naivasha,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,SUSWA,,
NYR110074,1086_Serena Mountain Lodge,Single-Tenancy,Nyeri,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Nyeri,,
KEG120035,1095_Kerugoya_Kaitheri_Ceragon,Single-Tenancy,Kerugoya,0 30 27.6 S,37 16 48.9 E,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Kerugoya,Integrated,172.17.133.6
KEG110014,1095_Kirinyaga County Government,,Kerugoya,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Kerugoya,,
KIY110118,1100_Family Bank Mwea,Single-Tenancy,Kirinyaga,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Mwea,,
MWE120085,1100_WANGURU CERAGON HUB,Single-Tenancy,Mwea,00 40 48.61 S,037 21 20.99 E,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Wanguru_HUB,,Cisco ME3400,Wanguru_HUB,Wanguru,,172.17.133.4
KIY110157,1102_KENET-KIRINYAGA UNIVERSITY,Single-Tenancy,Kirinyaga,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kianjiru,,Cisco ME3400,Kianjiru,Kianjiru Shopping Centre,,172.17.133.6
MBS410129,1106_FARM GATE E.A,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Changamwe_Exchange_HUB,,Cisco ME3400,Changamwe_Exchange_HUB,CHANGAMWE,,172.17.110.8
MWI210165,1110_TSEIKURU WORLD VISION MWINGI,Single-Tenancy,Mwingi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,TseikuruHill,,,TseikuruHill,Tseikuru,,
MKS110113,1150_KIM Machakos,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Machakos,,
MKS111414,1150_MACHAKOS ACADEMY,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Machakos,,172.17.112.252
MKS110124,1150_PETER MULEI MACHAKOS,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,MACHAKOS,,172.17.112.252
MKS110267,1152_MACHAKOS EASTLEIGH_SEVEN SEAS,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Machakos Eastleigh,,,Machakos Eastleigh,MACHAKOS,,
MKS110231,1153_CHASE BANK-RAFIKI DTM MACHAKOS,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Machakos Manza,,Huawei S3300,Machakos Manza,Machakos,,172.17.112.253
MKS110252,1153_MACHAKOS COUNTY -E1,Single-Tenancy,Machakos,01 31 8.34 S,037 14 16.97 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Machakos Manza,,Huawei S3300,Machakos Manza,Machakos,,172.17.112.253
TAL120059,1159_TALA CERAGON,Single-Tenancy,Tala,1 16 6.42 S,37 19 12.98 E,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Tala,,Cisco ME3400,Tala,TALA,Integrated,172.17.74.11
MSI110080,1160_KWFT Masii,Single-Tenancy,Masii,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Masii,,
MKS111271,1160_MACHAKOS COUNTY GOVERMENT-MWALA SUB COUNTY,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,Mwala,,172.17.113.69
KIT110138,1173_WORLD VISION-MUTONGUNI,Single-Tenancy,Kitui,"S 01°12'05.5""","E 037° 54'41.0""",PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kyangulu Hills,,Radwin - Winlink 2000,Kyangulu Hills,Mutonguni,,172.17.113.149
EMB110212,1176_95010841-ACCESS KENYA - NIS EMBU,Single-Tenancy,Embu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Embu Kangaru,,Cisco ME3400,Embu Kangaru,Embu,,172.17.80.2
EMB110126,1180_BIMA SACCO EMBU,Single-Tenancy,Embu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,EMBU,,172.17.80.3
EMB110107,1180_BOA Embu,Single-Tenancy,Embu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Embu,,
CHU110099,1184_CHUKA,Single-Tenancy,Chuka,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Chuka,,,Chuka,chuka,,
MAU110036,1192_KWFT Maua,Single-Tenancy,Maua,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Maua,,
MER120010,1196_MERU_TIMBER_CERAGON,,Meru,0.057264,37.640281,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Meru Timber,,Cisco ME3400,Meru Timber,MERU,,172.17.77.9
NBI111529,12002_NE_NI0003_KCAA-WILSON TOWER,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Wilson Airport,,172.17.71.33
NBI111139,12005_NW_NM1202_SAFARICOM CARE DESK - KAHAWA WEST,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kahawa West,,
NBI111562,12009_NE_NI0007_GRAIN INDUSTRIES LIMITED - NAIROBI,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Mombasa Road,,172.17.72.30
NBI111583,12009_NE_NI0007_TRIDENT PLUMBERS LTD-HQ BACKHAUL,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Mombasa Road,,
NBI111174,12024_NW_NI0015_NYS HQ,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Thika Road,,172.17.121.9
NBI111166,12026_NE_NI0017_SAFARICOM LTD-RO SAIKA CAREDESK,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Saika Komarock,,
NBI110975,12054_NW_NI0049_THE GOOD EARTH GROUP LTD-HQ INTERNET,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,UNEP,,Cisco ME3400,UNEP,Gigiri,,172.17.121.3
NBI110784,12054_NW_NI0049_UNOPS - UNMAS OFFICE,Single-Tenancy,Nairobi,01 13 58.44 S,036 48 36.94 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,UNEP,,Cisco ME3400,UNEP,UN Gigiri,,172.17.121.3
NBI111489,12056_NW_NI0051_PROFESSIONAL DIGITAL SYSTEMS LTD,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Ngong Road,,172.17.71.80
NBI111460,12065_NW_NI0063_ACORN MANAGEMENT SERVICES LTD LAVINGTON,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Lavington,,172.17.119.119
NBI111599,12067_NW_NI0066_ CROWN PAINTS LTD-MUTHITHI PLACE SIP BACK UP LOOP,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,Muthithi Road,,172.17.119.51
NBI111412,12068_NW_NI0068_TRUEBLAQ LTD,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,State House Rd,,
NBI211443,12076_NE_NI0075_Jacaranda Estate_Multichoice Microwave Backup,Single-Tenancy,Nairobi,01 17 5.7 S,036 54 12.5 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Jacaranda_Estate,,Huawei ATN950b,Jacaranda_Estate,Jacaranda Estate,,10.160.16.98
ATR211634,12084_NE_Athi_River_Transview_Estate_JAMBO QUALITY PRODUCTS LTD,Single-Tenancy,Athi River,,,PTP,,01/01/1900 00:00,01/01/1900 00:00,,,,,,Athi river,,
KTA111662,12086_NE_NM1235_NHIF KITENGELA,Single-Tenancy,Kitengela,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Kitengela,,172.17.112.7
NGO111351,12088_NE_NM1238_KENGEN NGONG TURBINE,Single-Tenancy,Ngong,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Ngong Hills,,
NBI111295,12097_NE_NI0098_CHLORIDE EXIDE (K) LTD-ABM SECONDARY,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Mombasa Road,,
NBI111103,12097_NE_NI0098_TOYOTA KENYA-KAMPALA RD,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Kampala Road,,
NBI111303,12177_NE_NI0226_SOY AFRIC LTD,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Ruiru,,172.17.121.15
MOY120024,1220_MOYALE PCK_CERAGON,Single-Tenancy,Moyale,3.522517,39.053089,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Moyale PCK,,RiCi 16E1,Moyale PCK,MOYALE,,172.17.77.26
NBI111165,12201_NE_NI0252_SAFARICOM CARE DESK_UMOJA 1,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Umoja,,172.17.72.49
NBI110795,12202_NW_NI0254_REGIONAL CENTRE FOR MAPPING THIKA RD,Single-Tenancy,Nairobi,01 13 41.44 S,036 53 10.95 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Queen of Apostles,,Cisco ME3400,Queen of Apostles,Thika Rd,,172.17.121.31
NBI311230,12206_NE_NM1254_Caltex Fleet_SGR,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Mlolongo,,
NBI110991,12213_NE_N10260_KENYA PORTS AUTHORITY - BELLE-VUE LOOP,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Nextgen Mall,,,Nextgen Mall,Belle Vue,,
MKS111042,12214_NE_NM1259 _ ARISTOCRATS CONCRETE LTD,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mlolongo,,Cisco ME3400,Mlolongo,Mlolongo,,172.17.72.21
NBI111312,12215_NE_NM1260_KQ-CEO MICROWAVE,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,Olepolos,,172.17.70.40
ONR111551,12215_NE_NM1260_Olepolos_MOBILE ONE TO ONE LTD-BULBUL,Single-Tenancy,OngataRongai,01 21 8.4 S,036 39 56.93 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Olepolos,,
KKY211405,12222_NW_3268 WAITHAKA,Single-Tenancy,Kikuyu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Waithaka,,,Waithaka,WAITHAKA,,
NBI111372,12222_NW_NM1268_NOVEL TECHNOLOGIES EA LTD DAGORETTI HIGH SCHOOL,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Dagoretti,,
NBI311209,12235_NE_NM1276 BANDA BTS,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Banda,,,Banda,Magadi Road,,
NBI111630,12237_NW_NM1278_INTERNET SOLUTIONS HALLIDAY,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Banana,,
NBI110798,12251_NE_NI0274_SEVEN SEAS TECHNOLOGIES LTD-MOH MBAGATHI,Single-Tenancy,Nairobi,01 18 28.41 S,036 48 42.94 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Uwity_Court,,Cisco ME3400,Uwity_Court,Mbagathi Road,,172.17.71.2
NBI111528,12252_NE_NI0275_KCAA-EASA WILSON CAMPUS,Single-Tenancy,Nairobi,,,PTP,,01/01/1900 00:00,01/01/1900 00:00,,,,,,Wilson Airport,,
NBI211571,12254_NE_NI0277_Muhuthi Crescent_AAR South C,Single-Tenancy,Nairobi,01 18 51.41 S,036 49 29.95 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Muhuthi_Cresent,,Huawei ATN910,Muhuthi_Cresent,Muhuti Crescent,,10.160.8.110
NBI311219,12256_NE_NI0279_CID Training School,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Huawei ATN910,,"South C, Nairobi",,10.160.16.58
KMB110962,12281_NW_NM1286_STANDARD CHARTERED BANK LTD-KIAMBU,Single-Tenancy,Kiambu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kiambu Exchange,,Huawei S3300,Kiambu Exchange,Kiambu,,172.17.121.104
NBI111136,12285_NW_NI0310_SAFARICOM CARE DESK - MATHARE,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Mathare North,,
NBI211559,12289_NW_NI0314_Baba Dogo Riverside_Victoria Commercial Bank - Ruaraka,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Baba_Dogo_Riverside,,Huawei ATN910,Baba_Dogo_Riverside,Baba Dogo,,10.160.34.177
NBI111153,12295_NE_NI0320_SAFARICOM LTD-RO PIPELINE CAREDESK,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Pipeline,,
NBI111070,12321_NW_NM129_EQUITY BANK LTD-GITHURAI,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Githurai,,172.17.121.19
NBI211506,12351_NW_NI0353_Mathare Ten_SHOFCO Mathare,Single-Tenancy,Nairobi,01 15 47.43 S,036 51 36.95 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mathare_Ten,,,Mathare_Ten,Mathare,,
KAJ111451,12358_NE_EC0006_Kisamese_95041493 : MINISTRY OF DEVOLUTION-KAJIADO WEST HUDUMA CENTRE,Single-Tenancy,Kajiado,01 30 6.35 S,036 39 9.93 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei ATN910,,Kajiado,,10.160.8.65
NBI111475,12366_NW_NM_1318_TROPICAL HEAT LTD,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Ndenderu,,
NBI110760,12368_NW_NI0362_MAJID AL FATTAIM HYPERMARKETS LTD-TWO RIVERS,Single-Tenancy,Nairobi,01 12 25.44 S,036 48 27.94 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Runda west,,,Runda west,Runda,,172.17.119.15
NVS111494,12371_RV_NM1322-KIJABE BS,Single-Tenancy,Naivasha,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Naivasha,,
KMB110765,12373_NW_NM1324_KIAMBU COUNTY-LUSIGETTI SUB COUNTY HOSPITAL,Single-Tenancy,Kiambu,01 16 33.31 S,036 36 39.89 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Ruthingiti,,,Ruthingiti,Kiambu,,
NBI111416,12375_NW_NI0363_GULF AFRICAN BANK LTD-LUTHULI,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Luthuli,,172.17.71.94
MWI120022,1238_MWINGI_CERAGON,Single-Tenancy,Mwingi,-0.935147,38.060289,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Mwingi,,,Mwingi,MWINGI,,172.17.75.11
THK111000,1245-MK_EC0042_KENYA NUT COMPANY THIKA- HATWARA,Single-Tenancy,Thika,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Thika Riverside,,Cisco ME3400,Thika Riverside,Thika,,172.17.74.18
NYR110849,12451_MK_EC0018_KWFT  BANK LTD-MWEIGA,Single-Tenancy,Nyeri,00 16 40.74 S,036 52 45.94 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Gathare Hill,,,Gathare Hill,Mweiga,,
NYR111469,12453_MK_EC0020_Nyeri Kingongo West_Radwins,Single-Tenancy,Nyeri,00 24 44.7 S,036 57 2.96 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Nyeri_Kingongo_west,,Huawei S3300,Nyeri_Kingongo_west,Mount Kenya Bottlers - Nyeri,,172.17.88.14/24
KAR110827,12458_MK_EC0025_NATIONAL BANK OF KENYA-KARATINA,Single-Tenancy,Karatina,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Karatina,,,Karatina,Karatina,,
KAR111352,12459_MK_EC0026_NHIF-KARATINA,Single-Tenancy,Karatina,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Karatina,,
MER110768,12464_MK_EC0031_SEVEN SEAS TECHNOLOGIES LTD-MOH ISHIARA DH,Single-Tenancy,Meru,00 27 11.69 S,037 47 20.02 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Ishiara,,,Ishiara,Ishiara,,
MWE111062,12469_MK_EC0036_ KENET-KMFRI Sagana,Single-Tenancy,Mwea,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Sagana,,,Sagana,Sagana,,
THK111001,12475_MK_EC0042_THE MPESA ACADEMY-BACK UP,Single-Tenancy,Thika,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Thika,,172.17.74.18
THK211448,12475_MK_EC0042_Thika_Riverside_KANINI HARAKA ENTERPRISES LIMITED,Single-Tenancy,Thika,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Thika Riverside,,
THK111238,12479_MK_EC0047 THIKA MAKONGENI EAST,Single-Tenancy,Thika,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Thika Makongeni East,,,Thika Makongeni East,MAKONGENI,,
THK110972,12480_MK_EC0048_NAIVAS LTD- THIKA PRIMARY,Single-Tenancy,Thika,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Thika Section IX,,,Thika Section IX,Thika,,
KIT111543,12481_NE_EL0154_Kitui Kalundu_JHPIEGO CORPORATION-KITUI,Single-Tenancy,Kitui,01 21 20.39 S,038 0 33.03 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kitui Kalundu,,
KIT110905,12482_NE_EL0803_NBK LTD KITUI,Single-Tenancy,Kitui,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kitui_Majengo,,Cisco ME3400,Kitui_Majengo,Kitui,,172.17.112.251
KIT110891,12482_NE_EL0803_SIDIAN BANK LTD-KITUI PRIMARY,Multi-Tenancy,Kitui,01 22 13.39 S,038 0 15.04 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kitui Majengo,,Cisco ME3400,Kitui Majengo,Kitui,,172.17.112.251
NYR141949,12492_MK_EC0058_CBK-NYERI,Single-Tenancy,Nyeri,,,Fiber,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Nyeri Town,,Cisco ME3400,Nyeri Town,Nyeri,,172.17.88.9
NYR110769,12492_MK_EC0058_MICHUKI TECHNICAL TRAINING INSTITUTE,Single-Tenancy,Nyeri,00 42 51.6 S,37 1 50.96 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kirogo,,Cisco ME3400,Kirogo,Kirogo,,172.17.88.22
MRN211472,12494_MK_EC0060_MUSWASCO MARAGUA_MURANGA SOUTH WATER SANITATION COM LTD,Single-Tenancy,Muranga,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Maragua,,Radwin - Winlink 2000,Maragua,Muranga,,
GAR110032,1250_Naivas Garissa,Single-Tenancy,Garissa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Garissa,,
GTD111102,12508_MK_EC0074_H YOUNG LTD-GATUNDU,Single-Tenancy,Gatundu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kimunyu,,,Kimunyu,Kimunyu,,
GTD111118,12508_MK_EC0074_H-YOUNG_ENGINEERS RESIDENTIAL OFFICES,Single-Tenancy,Gatundu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kimunyu,,,Kimunyu,Gatundu,,
